"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-06","5.14",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"79",",,W","51",",,W",,,,,"  140",",,W","  140",",,W",,,,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-07","8.72",",,W",,,,,,,"0.09",",,W",,,"0.0",",,W","0.0",",,W",,,"84",",,W","62",",,W",,,,,"  230",",,W","  270",",,W",,,,,"23.0",",,W","30.0",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-08","10.74",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"74",",,W","50",",,W",,,,,"  310",",,W","  320",",,W",,,,,"19.9",",,W","28.0",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-09","8.95",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"73",",,W","52",",,W",,,,,"  340",",,W","  350",",,W",,,,,"19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-10","8.72",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"76",",,W","54",",,W",,,,,"  110",",,W","  110",",,W",,,,,"21.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-11","8.50",",,W",,,,,,,"0.00","T,,W",,,"0.0",",,W","0.0",",,W",,,"87",",,W","68",",,W",,,,,"  270",",,W","  230",",,W",,,,,"21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-12","11.41",",,W",,,,,,,"0.12",",,W",,,"0.0",",,W","0.0",",,W",,,"78",",,W","52",",,W",,,,,"  300",",,W","  250",",,W",,,,,"21.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-13","8.95",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W",,,,,"75",",,W","50",",,W",,,,,"  330",",,W","  330",",,W",,,,,"23.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-14","10.51",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"74",",,W","50",",,W",,,,,"  310",",,W","  310",",,W",,,,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-15","5.59",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"77",",,W","45",",,W",,,,,"  330",",,W","  340",",,W",,,,,"15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-16","4.47",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"79",",,W","50",",,W",,,,,"  100",",,W","  100",",,W",,,,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-17","4.47",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"83",",,W","55",",,W",,,,,"  110",",,W","  100",",,W",,,,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-18","4.47",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"88",",,W","60",",,W",,,,,"   90",",,W","  110",",,W",,,,,"13.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-19","5.82",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"90",",,W","63",",,W",,,,,"  250",",,W","  250",",,W",,,,,"19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-20","9.62",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"90",",,W","69",",,W",,,,,"  260",",,W","  260",",,W",,,,,"25.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-21","12.30",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"82",",,W","56",",,W",,,,,"  300",",,W","  300",",,W",,,,,"21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-22","10.07",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"75",",,W","49",",,W",,,,,"  340",",,W","   10",",,W",,,,,"21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-23","7.61",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"79",",,W","47",",,W",,,,,"   10",",,W","  320",",,W",,,,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-24","7.38",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"78",",,W","50",",,W",,,,,"   90",",,W","  130",",,W",,,,,"17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-25","4.03",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"83",",,W","57",",,W",,,,,"  130",",,W","  130",",,W",,,,,"14.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-26","9.84",",,W",,,,,,,"0.08",",,W",,,"0.0",",,W","0.0",",,W",,,"85",",,W","63",",,W",,,,,"   90",",,W","  100",",,W",,,,,"21.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-27","18.34",",,W",,,,,,,"0.00","T,,W",,,"0.0",",,W","0.0",",,W",,,"78",",,W","66",",,W",,,,,"   80",",,W","   70",",,W",,,,,"29.1",",,W","36.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-28","15.21",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"80",",,W","68",",,W",,,,,"  110",",,W","   90",",,W",,,,,"25.1",",,W","32.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-29","11.41",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"82",",,W","71",",,W",,,,,"  120",",,W","  150",",,W",,,,,"19.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-30","6.93",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"84",",,W","67",",,W",,,,,"  130",",,W","  120",",,W",,,,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-03-31","7.16",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"85",",,W","63",",,W",,,,,"  110",",,W","  120",",,W",,,,,"17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-01","8.72",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"85",",,W","65",",,W",,,,,"   90",",,W","   80",",,W",,,,,"19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-02","6.93",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"85",",,W","64",",,W",,,,,"  110",",,W","  110",",,W",,,,,"16.1",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-03","8.28",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"85",",,W","68",",,W",,,,,"  100",",,W","  100",",,W",,,,,"17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-04","5.59",",,W",,,,,,,"0.07",",,W",,,"0.0",",,W","0.0",",,W",,,"86",",,W","65",",,W",,,,,"  130",",,W","  140",",,W",,,,,"16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-05","8.28",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"86",",,W","62",",,W",,,,,"   90",",,W","   90",",,W",,,,,"19.9",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-06","7.83",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"86",",,W","65",",,W",,,,,"  110",",,W","  110",",,W",,,,,"16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-07","7.61",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"89",",,W","63",",,W",,,,,"  230",",,W","  220",",,W",,,,,"18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-08","6.71",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"91",",,W","68",",,W",,,,,"   90",",,W","  160",",,W",,,,,"17.0",",,W","23.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-09","5.82",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"92",",,W","66",",,W",,,,,"  190",",,W","  210",",,W",,,,,"16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-10","8.05",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"94",",,W","70",",,W",,,,,"   10",",,W","  320",",,W",,,,,"28.0",",,W","36.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-11","8.95",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"88",",,W","65",",,W",,,,,"   30",",,W","  310",",,W",,,,,"17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-12","10.96",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"85",",,W","61",",,W",,,,,"  100",",,W","  100",",,W",,,,,"21.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-13","10.74",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"85",",,W","68",",,W",,,,,"  100",",,W","  110",",,W",,,,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-14","7.61",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"89",",,W","63",",,W",,,,,"  140",",,W","  160",",,W",,,,,"18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-15","11.41",",,W",,,,,,,"0.54",",,W",,,"0.0",",,W","0.0",",,W",,,"89",",,W","72",",,W",,,,,"  140",",,W","  150",",,W",,,,,"21.9",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-16","10.96",",,W",,,,,,,"0.01",",,W",,,"0.0",",,W","0.0",",,W",,,"83",",,W","60",",,W",,,,,"  340",",,W","  320",",,W",,,,,"19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-17","8.50",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"83",",,W","57",",,W",,,,,"   10",",,W","   10",",,W",,,,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-18","7.61",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"83",",,W","57",",,W",,,,,"  100",",,W","  120",",,W",,,,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-19","4.92",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"86",",,W","59",",,W",,,,,"  160",",,W","  140",",,W",,,,,"14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-20","6.04",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"91",",,W","62",",,W",,,,,"  100",",,W","  100",",,W",,,,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-21","7.61",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"88",",,W","67",",,W",,,,,"   80",",,W","  130",",,W",,,,,"16.1",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-22","10.51",",,W",,,,,,,"0.57",",,W",,,"0.0",",,W","0.0",",,W",,,"89",",,W","71",",,W",,,,,"  110",",,W","  110",",,W",,,,,"23.0",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-23","8.50",",,W",,,,,,,"0.30",",,W",,,"0.0",",,W","0.0",",,W",,,"88",",,W","74",",,W",,,,,"  350",",,W","  350",",,W",,,,,"28.0",",,W","32.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-24","7.83",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"94",",,W","72",",,W",,,,,"  260",",,W","  280",",,W",,,,,"21.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-25","10.07",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"90",",,W","64",",,W",,,,,"  260",",,W","  250",",,W",,,,,"19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-26","5.37",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"85",",,W","62",",,W",,,,,"  110",",,W","  100",",,W",,,,,"14.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-27","3.58",",,W",,,,,,,"0.64",",,W",,,"0.0",",,W","0.0",",,W",,,"84",",,W","67",",,W",,,,,"  140",",,W","  150",",,W",,,,,"14.1",",,W","18.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-28","9.17",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"88",",,W","67",",,W",,,,,"  340",",,W","  340",",,W",,,,,"21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-29","7.61",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"86",",,W","61",",,W",,,,,"  110",",,W","  100",",,W",,,,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-04-30","11.18",",,W",,,,,,,"0.00","T,,W",,,"0.0",",,W","0.0",",,W",,,"85",",,W","69",",,W",,,,,"   60",",,W","   90",",,W",,,,,"23.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-01","13.20",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"85",",,W","70",",,W",,,,,"   90",",,W","   90",",,W",,,,,"23.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-02","15.88",",,W",,,,,,,"0.02",",,W",,,"0.0",",,W","0.0",",,W",,,"86",",,W","72",",,W",,,,,"   70",",,W","   80",",,W",,,,,"23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-03","16.78",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"86",",,W","75",",,W",,,,,"   80",",,W","   90",",,W",,,,,"25.1",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-04","13.65",",,W",,,,,,,"0.03",",,W",,,"0.0",",,W","0.0",",,W",,,"86",",,W","72",",,W",,,,,"   60",",,W","   50",",,W",,,,,"25.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-05","9.17",",,W",,,,,,,"0.10",",,W",,,"0.0",",,W","0.0",",,W",,,"86",",,W","70",",,W",,,,,"  100",",,W","  100",",,W",,,,,"21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-06","6.04",",,W",,,,,,,"0.21",",,W",,,"0.0",",,W","0.0",",,W",,,"90",",,W","71",",,W",,,,,"  190",",,W","  210",",,W",,,,,"16.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-07","5.82",",,W",,,,,,,"1.04",",,W",,,"0.0",",,W","0.0",",,W",,,"92",",,W","68",",,W",,,,,"   50",",,W","   60",",,W",,,,,"21.0",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-08","8.72",",,W",,,,,,,"0.01",",,W",,,"0.0",",,W","0.0",",,W",,,"89",",,W","73",",,W",,,,,"   70",",,W","   80",",,W",,,,,"15.0",",,W","21.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-09","10.51",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"87",",,W","66",",,W",,,,,"   70",",,W","   90",",,W",,,,,"16.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-10","8.95",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"86",",,W","64",",,W",,,,,"   90",",,W","   90",",,W",,,,,"19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-11","8.95",",,W",,,,,,,"0.00",",,W",,,"0.0",",,W","0.0",",,W",,,"87",",,W","69",",,W",,,,,"  100",",,W","   90",",,W",,,,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-12","8.28",",,W",,,,,,,"0.01",",,W",,,"0.0",",,W","0.0",",,W",,,"81",",,W","74",",,W",,,,,"   80",",,W","   80",",,W",,,,,"19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-13","6.71",",,W",,,,,,,"0.35",",,W",,,"0.0",",,W","0.0",",,W",,,"81",",,W","72",",,W",,,,,"   80",",,W","  160",",,W",,,,,"15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-14","6.93",",,W",,,,,,,"0.71",",,W",,,"0.0",",,W","0.0",",,W",,,"86",",,W","71",",,W",,,,,"  240",",,W","  240",",,W",,,,,"21.0",",,W","27.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-15","8.28",",,W",,,,,,,"0.95",",,W",,,"0.0",",,W","0.0",",,W",,,"87",",,W","70",",,W",,,,,"  290",",,W","  130",",,W",,,,,"18.1",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-16","7.61",",,W",,,,,,,"0.01",",,W",,,"0.0",",,W","0.0",",,W",,,"88",",,W","70",",,W",,,,,"  130",",,W","  130",",,W",,,,,"21.0",",,W","27.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.6475","-80.43306","3.0","2018-05-17","3.58",",,W",,,,,,,"0.70",",,W",,,"0.0",",,W","0.0",",,W",,,"82",",,W","73",",,W",,,,,"  130",",,W","  150",",,W",,,,,"13.0",",,W","17.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
